0,0,0,0
0.3533334,0,0,0
0.604612,0,0,0
0.8616302,0,0,0
1.119465,0,0,0
1.376116,0,0,0
1.633142,0,0,0
1.883573,0,0,0
2.134726,0,0,0
2.38571,0,0,0
2.63622,0,0,0
2.887834,0,0,0
3.144421,0,0,0
3.395758,0,0,0
3.649803,0,0,0
3.900612,0,0,0
4.151096,0,0,0
4.412882,0,0,0
4.664279,0,0,0
4.917033,0,0,0
5.173707,0,0,0
5.426609,0,0,0
5.742543,0,0,0
6.23162,0,0,0
6.490692,0,0,0
6.746214,0,0,0
7.002046,0,0,0
7.258384,0,0,0
7.514542,0,0,0
7.77008,0,0,0
8.025914,0,0,0
8.281205,0,0,0
8.536756,0,0,0
8.787382,0,0,0
9.048572,0,0,0
9.303352,0,0,0
9.559649,0,0,0
9.814387,0,0,0
10.07096,0,0,0
10.32668,0,0,0
10.58214,0,0,0
10.838,0,0,0
11.09323,0,0,0
11.34928,0,0,0
11.60479,0,0,0
11.86082,0,0,0
12.11619,0,0,0
12.3709,0,0,0
12.62651,0,0,0
12.88286,0,0,0
13.13857,0,0,0
13.39434,0,0,0
13.64938,0,0,0
13.90561,0,0,0
14.16108,0,0,0
14.41614,0,0,0
14.6721,0,0,0
14.92722,0,0,0
15.18256,0,0,0
15.43834,0,0,0
15.69363,0,0,0
15.9493,0,0,0
16.20456,0,0,0
16.46064,0,0,0
16.71603,0,0,0
16.97136,0,0,0
17.22703,0,0,0
17.4833,0,0,0
17.73812,0,0,0
17.99417,0,0,0
18.24959,0,0,0
18.50487,0,0,0
18.76072,0,0,0
19.01629,0,0,0
19.27138,0,0,0
19.52775,0,0,0
19.78181,0,0,0
20.03849,0,0,0
20.29332,0,0,0
20.54859,0,0,0
20.80424,0,0,0
21.0603,0,0,0
21.3165,0,0,0
21.57145,0,0,0
21.82708,0,0,0
22.08317,0,0,0
22.33817,0,0,0
22.5942,0,0,0
22.84929,0,0,0
23.10517,0,0,0
23.36029,0,0,0
23.6154,0,0,0
23.87071,0,0,0
24.12656,0,0,0
24.3821,0,0,0
24.63762,0,0,0
24.8941,0,0,0
25.14907,0,0,0
25.40528,0,0,0
25.66081,0,0,0
25.91615,0,0,0
26.1672,0,0,0
26.4268,0,0,0
26.68204,0,0,0
26.93783,0,0,0
27.19377,0,0,0
27.4495,0,0,0
27.70481,0,0,0
27.96064,0,0,0
28.21593,0,0,0
28.47189,0,0,0
