0,0
0.3009185,0
0.5545208,0
0.8110682,0
1.068573,0
1.318965,0
1.820216,0
2.074383,0
2.332545,0
2.582973,0
2.872207,0
3.128748,0
3.382943,0
3.63613,0
3.888432,0
4.139696,0
4.394452,0
4.647242,0
4.900123,0
5.213605,0
5.575954,0
5.830841,0
6.085691,0
6.341727,0
6.597383,0
6.852926,0
7.108668,0
7.363607,0
7.619417,0
7.878578,0
8.13367,0
8.390013,0
8.644795,0
8.900507,0
9.15621,0
9.412161,0
9.667528,0
9.923252,0
10.17828,0
10.43434,0
10.68972,0
10.94499,0
11.301,0
11.5549,0
11.81009,0
12.06582,0
12.32226,0
12.57767,0
12.83369,0
13.08935,0
13.34474,0
13.59977,0
13.85544,0
14.11129,0
14.36667,0
14.62332,0
14.87944,0
15.13413,0
15.38981,0
15.64587,0
15.90073,0
16.1571,0
16.41318,0
16.66806,0
16.92292,0
17.17852,0
17.43653,0
17.69022,0
17.94575,0
18.20172,0
18.45663,0
18.7124,0
18.96751,0
19.22333,0
19.47881,0
19.73416,0
19.98993,0
20.24543,0
20.50083,0
20.75643,0
21.01262,0
21.26836,0
21.52274,0
21.77864,0
22.03464,0
22.29008,0
22.54502,0
22.80084,0
23.05715,0
23.31216,0
23.56749,0
23.82347,0
24.0791,0
24.33475,0
24.5901,0
24.84579,0
25.1004,0
25.35679,0
25.61179,0
25.86694,0
26.12271,0
26.37855,0
26.63439,0
26.88971,0
27.14621,0
27.40144,0
27.65619,0
27.91205,0
28.16793,0
28.42375,0
28.67889,0
28.93386,0
29.18965,0
29.44509,0
29.70122,0
29.95638,0
30.21242,0
30.46873,0
30.72304,0
30.97869,0
31.23436,0
31.48984,0
31.74454,0.0001465781
32.00014,0.006196636
32.25499,0.01226446
32.51105,0.01783943
32.76581,0.02749346
33.02124,0.05038468
33.27675,0.06984133
33.53275,0.08236001
33.78806,0.08614898
34.045,0.09217829
34.29992,0.1009466
34.55553,0.1063007
34.8113,0.1143468
35.06585,0.1299625
35.32248,0.1416087
35.57819,0.1625893
35.83353,0.1795453
36.0895,0.2127742
36.34536,0.2399301
36.60011,0.2670859
36.85648,0.2942415
37.11279,0.3213971
37.3672,0.3485527
37.62313,0.3757083
37.87756,0.4028639
38.13326,0.4300195
38.38872,0.4571751
38.64468,0.4843307
38.90029,0.5114866
39.15567,0.5386429
39.41095,0.5657992
39.66684,0.5929555
39.92223,0.6201118
40.17844,0.6472681
40.434,0.6744244
40.68953,0.7015806
40.94416,0.7287369
41.20048,0.7558932
41.45549,0.7830495
41.7117,0.8102058
41.96754,0.8373621
42.22176,0.8645184
42.47784,0.8916747
42.73349,0.918831
42.98893,0.9459873
43.24397,0.9731436
43.5001,1.0003
43.76565,1.028635
44.02283,1.05579
44.27699,1.082945
44.53354,1.1101
44.78777,1.137255
45.04317,1.16441
45.29964,1.191565
45.55508,1.21872
45.81093,1.245875
46.06654,1.27303
46.32229,1.300185
46.57817,1.32734
46.83955,1.354494
47.09946,1.38283
47.35527,1.409985
47.61109,1.43714
47.86695,1.464295
48.12211,1.49145
48.37802,1.518605
48.63301,1.54576
48.88868,1.572914
49.14445,1.600069
49.40022,1.62722
49.65528,1.646982
49.90958,1.653457
50.16643,1.65975
50.42162,1.666042
50.67824,1.672335
50.93229,1.678627
51.1877,1.68492
51.44331,1.691212
51.69971,1.697505
51.95513,1.703797
52.21052,1.710089
52.46584,1.716382
52.72083,1.722674
52.97107,1.728693
53.23157,1.735259
53.48701,1.741552
53.743,1.747844
53.99853,1.754137
54.25442,1.760429
54.51041,1.766722
54.76556,1.773014
55.02045,1.779307
55.27626,1.785599
55.53172,1.791891
55.78891,1.798184
56.04337,1.804476
56.29871,1.810769
56.55382,1.817061
56.80958,1.823354
57.06644,1.829646
57.3216,1.835939
57.57681,1.842231
57.83218,1.848524
58.08706,1.854816
58.34327,1.861109
58.59921,1.867401
58.85399,1.873693
59.11041,1.879986
59.36489,1.886278
59.62035,1.892571
59.87539,1.898863
60.13139,1.905156
60.38736,1.911448
60.6432,1.917741
60.8982,1.924033
61.15428,1.930326
61.40942,1.936618
61.66539,1.942911
61.92087,1.949203
62.17712,1.955495
62.43136,1.961788
62.6877,1.96808
62.94368,1.974373
63.1998,1.980665
63.45525,1.986958
63.71031,1.99325
63.96603,1.999543
64.22031,2
64.47717,2
64.73257,2
64.9868,2
65.48832,2
65.74703,2
66.01384,2
66.26828,2
66.52647,2
66.78172,2
67.03711,2
67.2925,2
67.54885,2
67.80438,2
68.0599,2
68.31531,2
68.57093,2
68.82563,2
69.08276,2
69.33848,2
69.59433,2
69.85065,2
70.10528,2
70.36173,2
70.61742,2
70.87341,2
71.12865,2
71.38368,2
71.63986,2
71.89579,2
72.15006,2
72.40517,2
72.66185,2
72.91629,2
73.17204,2
73.42844,2
73.68378,2
73.94038,2
74.19483,2
74.45087,2
74.70621,2
74.9606,2
75.21751,2
75.47252,2
75.72881,2
75.9855,2
76.24138,2
