0,0,0,0
0.3533334,0,0,0
0.6042411,0,0,0
0.8624906,0,0,0
1.119989,0,0,0
1.370775,0,0,0
1.621428,0,0,0
1.88031,0,0,0
2.130489,0,0,0
2.380501,0,0,0
2.633851,0,0,0
2.884737,0,0,0
3.136119,0,0,0
3.388823,0,0,0
3.640969,0,0,0
3.89318,0,0,0
4.147328,0,0,0
4.399659,0,0,0
4.733095,0,0,0
5.0849,0,0,0
5.338856,0,0,0
5.595354,0,0,0
5.850307,0,0,0
6.105812,0,0,0
6.359313,0,0,0
6.614848,0,0,0
6.871016,0,0,0
7.127459,0,0,0
7.383348,0,0,0
7.639099,0,0,0
7.894879,0,0,0
8.150886,0,0,0
8.406425,0,0,0
8.661639,0,0,0
8.918021,0,0,0
9.174084,0,0,0
9.429731,0,0,0
9.685101,0,0,0
9.941369,0,0,0
10.197,0,0,0
10.45238,0,0,0
10.70816,0,0,0
10.96342,0,0,0
11.21918,0,0,0
11.47479,0,0,0
11.73028,0,0,0
11.9852,0,0,0
12.24094,0,0,0
12.49624,0,0,0
12.75262,0,0,0
13.00804,0,0,0
13.26365,0,0,0
13.51937,0,0,0
13.77458,0,0,0
14.0303,0,0,0
14.28605,0,0,0
14.54084,0,0,0
14.79674,0,0,0
15.05251,0,0,0
15.3082,0,0,0
15.56357,0,0,0
15.81882,0,0,0
16.07534,0,0,0
16.33081,0,0,0
16.58634,0,0,0
16.84244,0,0,0
17.09723,0,0,0
17.35303,0,0,0
17.60788,0,0,0
17.86335,0,0,0
18.11816,0,0,0
18.37393,0,0,0
18.62942,0,0,0
18.88586,0,0,0
19.14118,0,0,0
19.39721,0,0,0
19.65227,0,0,0
19.90917,0,0,0
20.16398,0,0,0
20.41895,0,0,0
20.67497,0,0,0
20.93048,0,0,0
21.18558,1.236739E-05,0,9.544241E-06
21.44042,6.63292E-05,0,5.19175E-05
21.69707,0.007903407,0,0.007903407
21.95279,0.009889634,0,0.009809778
22.20901,0.01039929,0,0.01039929
22.46404,0.01039929,0,0.01039929
22.71483,0.01039929,0,0.01039929
22.97445,0.01039929,0,0.01039929
23.22965,0.01039929,0,0.01039929
23.48478,0.01039929,0,0.01039929
23.73977,0.01039929,0,0.01039929
23.99562,0.01235729,0,0.01278011
24.25019,0.004929898,0,0.00513719
24.50661,0.0006317599,0,0.0007449465
24.76194,0.0005040401,0,0.0005040401
25.01805,0.0005040401,0,0.0005040401
25.27304,0.001600833,0,0.001563715
25.52842,0,0,0
25.78354,0,0,0
26.03993,0.001324692,0,0.001215183
26.29597,0.002281243,0,0.002281243
26.55153,0.002281243,0,0.002281243
26.80703,0.002281243,0,0.002281243
27.06279,0.002281243,0,0.002281243
27.31842,0.002281243,0,0.002281243
27.57411,0.002281243,0,0.002281243
27.82953,0.002281243,0,0.002281243
28.08462,0.002281243,0,0.002281243
28.34065,0.002281243,0,0.002281243
28.59577,0.002281243,0,0.002281243
28.84995,0.002281243,0,0.002281243
29.10642,0.002281243,0,0.002281243
29.3624,0.002281243,0,0.002281243
29.61817,0.002281243,0,0.002281243
29.87384,0.002281243,0,0.002281243
30.12917,0.002281243,0,0.002281243
30.38491,0.002281243,0,0.002281243
30.64112,0.002281243,0,0.002281243
30.89619,0.002281243,0,0.002281243
31.1518,0.002281243,0,0.002281243
31.40753,0.002281243,0,0.002281243
31.66288,0.002281243,0,0.002281243
31.91908,0.002281243,0,0.002281243
32.17539,0.002281243,0,0.002281243
32.43016,0.002281243,0,0.002281243
32.68711,0.002281243,0,0.002281243
